path,id,relpath,num_frames,height,width,aspect_ratio,fps,resolution,aes,text,is_use
/home/mingchin/video_generation/Open-Sora/data_pipeline/clips_resize/test_1_scene-35640.mp4,test_1_scene-35640,test_1_scene-35640.mp4,150,352,528,0.5620608899297423,25.0,185856,3.955379247665405,"OOKAO The video is a black and white photograph. It features a person standing in a room with a stone floor. The person is wearing a black and white striped shirt. They are holding a wooden stick in their hand. The room has a stone wall and a stone bench. The person is looking down at the ground. The image has a grainy texture, giving it a vintage feel. The overall style of the video is minimalistic and artistic.",True
/home/mingchin/video_generation/Open-Sora/data_pipeline/clips_resize/test_1_scene-3782.mp4,test_1_scene-3782,test_1_scene-3782.mp4,150,352,528,0.5620608899297423,25.0,185856,3.092370986938477,"Op den voorgraaf van de film ""Maghe-Film"" wordt een beeld van een zwart en wit scherm getoond. Het beeld is een beeld van een zwart en wit scherm met een oogje. Het beeld is een beeld van een zwart en wit scherm met een oogje en een tekst. De tekst is een beeld van een zwart en wit scherm met een oogje en een tekst die vertelt dat de film ""Maghe-Film"" op den voorgraaf een beeld van een zwart en wit scherm met een oogje en een tekst is.",True
/home/mingchin/video_generation/Open-Sora/data_pipeline/clips_resize/test_2_scene-4221.mp4,test_2_scene-4221,test_2_scene-4221.mp4,150,352,528,0.5625,25.0,185856,5.118370056152344,"The vidddeo is a black and white photograph capturing a moment in time. It features a group of people riding bicycles down a street. The street is lined with buildings, and there are cars parked along the side. The people are dressed in white clothing, and some of them are wearing hats. The bicycles they are riding are also white. The photograph has a vintage feel to it, suggesting it was taken some time ago. The style of the photograph is realistic, capturing the scene as it was at the time.",
/home/mingchin/video_generation/Open-Sora/data_pipeline/clips_resize/test_2_scene-47355.mp4,test_2_scene-47355,test_2_scene-47355.mp4,150,352,528,0.5625,25.0,185856,4.727470397949219,"The video is a black and white photograph capturing a bustling street scene. The street is filled with a variety of vehicles, including cars, trucks, and bicycles. People are seen riding bicycles and walking on the sidewalks. The buildings in the background are white with black roofs, and there are trees lining the street. The photograph has a vintage feel, suggesting it was taken in the past. The style of the photograph is realistic, capturing the everyday life of the time.",
/home/mingchin/video_generation/Open-Sora/data_pipeline/clips_resize/test_1_scene-19384.mp4,test_1_scene-19384,test_1_scene-19384.mp4,150,352,528,0.5620608899297423,25.0,185856,4.88817310333252,"The video is a black and white photograph capturing a group of people walking in a line. The people are carrying large baskets on their heads, suggesting they might be farmers or laborers. The setting appears to be a rural area, with palm trees visible in the background. The photograph has a vintage feel, possibly due to its age or the style of the clothing worn by the people. The image is slightly blurry, which adds to the vintage aesthetic. The overall style of the image is reminiscent of early 20th century photography.",
/home/mingchin/video_generation/Open-Sora/data_pipeline/clips_resize/test_2_scene-26531.mp4,test_2_scene-26531,test_2_scene-26531.mp4,150,352,528,0.5625,25.0,185856,4.754524230957031,"The video is a black and white photograph capturing a bustling city street. The street is filled with a variety of vehicles, including cars and trucks, all moving in the same direction. The buildings lining the street are tall and imposing, with ornate details that suggest a historical or architectural significance. The sky above is overcast, casting a soft light over the scene. Despite the monochrome palette, the image is rich in detail and texture, from the rough surfaces of the vehicles to the intricate patterns on the buildings. The overall style of the image is reminiscent of early 20th century photography, with its focus on capturing the everyday life of a city in motion.",
/home/mingchin/video_generation/Open-Sora/data_pipeline/clips_resize/test_1_scene-27038.mp4,test_1_scene-27038,test_1_scene-27038.mp4,150,352,528,0.5620608899297423,25.0,185856,4.396666526794434,"The video is a black and white photograph capturing a moment in time. It features a group of people walking down a dirt road. The individuals are dressed in traditional clothing, suggesting a cultural or historical context. The road is flanked by trees, adding a natural element to the scene. In the background, a train track can be seen, hinting at the mode of transportation used in this era. The overall style of the image is reminiscent of early photography, with its monochromatic palette and candid capture of a moment in time.",
/home/mingchin/video_generation/Open-Sora/data_pipeline/clips_resize/test_2_scene-9950.mp4,test_2_scene-9950,test_2_scene-9950.mp4,150,352,528,0.5625,25.0,185856,4.9118971824646,"The video is a black and white photograph capturing a bustling city scene. The main focus is a large trolley car, which is filled with passengers. The trolley car is surrounded by a crowd of people, some of whom are carrying handbags. The street is lined with tall buildings, and there are cars parked along the side. The image has a vintage feel, suggesting it was taken in the early 20th century. The style of the image is reminiscent of early photography, with a grainy texture and a slightly faded appearance. The overall composition of the image conveys a sense of movement and activity, capturing a moment in time in a busy urban setting.",
/home/mingchin/video_generation/Open-Sora/data_pipeline/clips_resize/test_2_scene-2460.mp4,test_2_scene-2460,test_2_scene-2460.mp4,150,352,528,0.5625,25.0,185856,5.069953918457031,"The video is a black and white photograph capturing a bustling city street. The street is filled with a variety of vehicles, including cars and trucks, and pedestrians. The architecture of the buildings suggests a European city. The photograph has a vintage feel, possibly due to the black and white color scheme and the style of the vehicles. The image is slightly blurry, which adds to the vintage feel of the photograph. The photograph captures a moment in time, providing a glimpse into the past.",
/home/mingchin/video_generation/Open-Sora/data_pipeline/clips_resize/test_2_scene-22889.mp4,test_2_scene-22889,test_2_scene-22889.mp4,150,352,528,0.5625,25.0,185856,5.061088562011719,"The video is a black and white photograph capturing a bustling city street. The street is filled with a variety of vehicles, including cars and trucks, all moving in the same direction. Pedestrians are also present, navigating the busy street. The scene is set against the backdrop of a bridge and a palm tree, adding to the urban atmosphere. The image has a vintage feel, suggesting it was taken some time ago. The style of the image is reminiscent of early 20th century photography, with its monochromatic palette and composition.",
/home/mingchin/video_generation/Open-Sora/data_pipeline/clips_resize/test_1_scene-35216.mp4,test_1_scene-35216,test_1_scene-35216.mp4,150,352,528,0.5620608899297423,25.0,185856,4.395371913909912,"The video is a black and white photograph. It features a woman in the foreground, who is bending over a hole in the ground. She appears to be reaching into the hole. In the background, there is a wooden structure that resembles a swing set. The ground is covered with leaves, suggesting that the photo was taken in autumn. The woman is wearing a dress, and her hair is dark. The overall style of the image is vintage, with a focus on the woman and the wooden structure.",
/home/mingchin/video_generation/Open-Sora/data_pipeline/clips_resize/test_2_scene-52976.mp4,test_2_scene-52976,test_2_scene-52976.mp4,150,352,528,0.5625,25.0,185856,5.202592849731445,"The video is a black and white photograph capturing a bustling city street. The street is filled with people, bicycles, and cars, creating a sense of movement and activity. The architecture of the buildings suggests a European city, with ornate details and balconies. The photograph has a vintage feel, with a grainy texture and faded colors. The style of the image is reminiscent of early 20th century photography, capturing a moment in time from a bygone era.",
/home/mingchin/video_generation/Open-Sora/data_pipeline/clips_resize/test_1_scene-29527.mp4,test_1_scene-29527,test_1_scene-29527.mp4,150,352,528,0.5620608899297423,25.0,185856,4.683761596679688,"The video is a black and white photograph capturing a moment in time. It depicts a group of people standing on a train track. The individuals are dressed in traditional clothing, suggesting a cultural or historical context. Some of the people are holding umbrellas, possibly indicating rain or sun. The train track is surrounded by lush greenery, adding a natural element to the scene. The overall style of the image is reminiscent of vintage photography, with its monochromatic color scheme and the way it captures a moment in time.",
/home/mingchin/video_generation/Open-Sora/data_pipeline/clips_resize/test_2_scene-24270.mp4,test_2_scene-24270,test_2_scene-24270.mp4,150,352,528,0.5625,25.0,185856,5.009870052337647,"The video is a black and white photograph capturing a bustling city street. The street is filled with people, cars, and bicycles, creating a sense of movement and activity. The architecture of the buildings suggests a European city, with ornate details and balconies. The photograph has a vintage feel, possibly due to the black and white color scheme and the style of the clothing and vehicles. The image is slightly blurry, which adds to the vintage feel and gives a sense of the busy, crowded nature of the street. The overall style of the image is reminiscent of early 20th century photography.",
/home/mingchin/video_generation/Open-Sora/data_pipeline/clips_resize/test_1_scene-37483.mp4,test_1_scene-37483,test_1_scene-37483.mp4,150,352,528,0.5620608899297423,25.0,185856,4.047080039978027,"The video is a black and white photograph capturing a moment in time. It features a group of people, possibly a family, gathered around a wooden structure. The structure appears to be a fence or a gate, with a person standing behind it. The people are dressed in traditional clothing, suggesting a cultural or historical context. The image has a vintage feel, with a watermark indicating it may be from a film or a television show. The overall style of the image is nostalgic and evocative, capturing a slice of life from a bygone era.",
/home/mingchin/video_generation/Open-Sora/data_pipeline/clips_resize/test_1_scene-13114.mp4,test_1_scene-13114,test_1_scene-13114.mp4,150,352,528,0.5620608899297423,25.0,185856,3.1296982765197754,An eye film.nl quote.,
